OTU_ID,M9,M4,M8,M6,M7,M3,M2,M10,M1,M5,taxonomy
Prevotella_bryantii_AF396925,2,0,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_bryantii
OTU517,4,0,0,0,0,1,17,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU517|NN=Butyrivibrio_crossotus_FR733670|D=89.3
Lactobacillus_sakei_KC416999,1,0,0,0,1,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_sakei
OTU1408,3,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1408|NN=Blautia_coccoides_EF025906|D=88.2
OTU1409,4,10,0,9,13,10,9,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1409|NN=Eubacterium_sulci_AJ006963|D=91.7
Paenibacillus_senegalensis_JF824808,0,0,2,0,0,0,0,0,0,0,Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; Paenibacillus_senegalensis
Lactobacillus_animalis_JN713320,7636,126,2,1896,1775,109,678,0,21022,8529,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_animalis
OTU1400,0,0,0,0,0,0,13,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1400|NN=Soleaferrea_massiliensis_JX101688|D=86.7
OTU1401,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1401|NN=Clostridium_clariflavum_NR_102987.1|D=81.4
Parasporobacterium_paucivorans_AJ272036,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Parasporobacterium; Parasporobacterium_paucivorans
Methyloversatilis_universalis_KJ147082,0,0,0,0,0,0,1,0,0,0,Proteobacteria; Betaproteobacteria; Rhodocyclales; Rhodocyclaceae; Methyloversatilis; Methyloversatilis_universalis
OTU996,0,0,0,0,0,2,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU996|NN=Blautia_glucerasea_AB588023|D=91.7
Alloprevotella_tannerae_AF183402,0,0,1,0,2,1,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; Alloprevotella_tannerae
OTU858,2,0,0,0,25,1,16,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU858|NN=Clostridium_nexile_X73443|D=95.3
OTU857,2,1,0,2,8,18,12,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU857|NN=Eubacterium_sulci_AJ006963|D=90.2
OTU37,1441,1239,1,2380,2094,953,2360,1,2121,4197,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Romboutsia; OTU37|NN=Clostridium_lituseburense_CLORR16SC|D=95.8
OTU855,20,2,0,3,5,31,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU855|NN=Roseburia_faecis_AY804149|D=95.5
OTU35,0,25,0,0,0,1,0,0,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU35|NN=Enterobacter_cancerogenus_JN644583|D=94.7
OTU853,0,0,0,1,0,0,33,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU853|NN=Clostridium_tertium_JX267105|D=96.8
OTU852,0,0,0,0,0,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU852|NN=Barnesiella_intestinihominis_AB370251|D=85.3
OTU998,0,0,0,0,0,1,0,0,1,0,Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; OTU998|NN=Corynebacterium_appendicis_AJ314919|D=92.5
OTU850,5,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; OTU850|NN=Faecalibacterium_prausnitzii_X85022|D=90.5
OTU1147,0,2,0,3,1,0,4,0,5,2,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Terrisporobacter; OTU1147|NN=Clostridium_glycolicum_AY007244|D=96.3
Streptococcus_sanguinis_AB821291.1,200,1,0,13,25,21,28,0,43,42,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_sanguinis
OTU220,22,0,0,0,2,14,4,0,1,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU220|NN=Ruminococcus_gnavus_JN713312|D=92.1
OTU22,0,12,0,0,0,0,0,0,11,5,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU22|NN=Bacteroides_xylanisolvens_AB510713|D=96.4
Enterobacter_ludwigii_JN969338,0,1,158,0,0,0,0,1277,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Enterobacter; Enterobacter_ludwigii
OTU829,2,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU829|NN=Eubacterium_rectale_AY804151|D=94.6
OTU1279,7,0,0,5,6,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1279|NN=Barnesiella_intestinihominis_AB370251|D=85.3
Marvinbryantia_formatexigens_AJ318527,5,1,0,5,10,6,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Marvinbryantia; Marvinbryantia_formatexigens
OTU1570,0,1,0,10,8,9,41,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1570|NN=Clostridium_clariflavum_NR_102987.1|D=79.3
Pseudomonas_fluorescens_KJ161327,0,0,0,0,0,1,0,0,0,0,Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas_fluorescens
OTU981,0,0,0,7,7,0,10,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU981|NN=Adlercreutzia_equolifaciens_AB306660|D=92.4
OTU1276,1,0,0,1,3,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1276|NN=Soleaferrea_massiliensis_JX101688|D=82.2
OTU1578,46,0,0,0,1,17,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1578|NN=Clostridium_bolteae_AJ508452|D=95.1
Clostridium_saccharogumia_NR_043550.1,0,0,0,0,0,0,0,0,2,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_saccharogumia
OTU379,0,1,1,0,0,0,0,0,1,0,Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; OTU379|NN=Dialister_succinatiphilus_AB370249|D=96.3
OTU539,0,0,0,20,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU539|NN=Clostridium_clariflavum_NR_102987.1|D=81
Lysinibacillus_massiliensis_DQ350822,19,6,0,1,18,1,1,0,1,0,Firmicutes; Bacilli; Bacillales; Bacillaceae; Lysinibacillus; Lysinibacillus_massiliensis
OTU534,118,21,68,10,9,3,5,207,7,7,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU534|NN=Bacteroides_thetaiotaomicron_BNRRR16SB|D=96.7
OTU1476,0,0,0,1,2,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1476|NN=Ruminococcus_faecis_FJ611794.2|D=93.5
OTU1475,0,0,0,1,4,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1475|NN=Clostridium_clariflavum_NR_102987.1|D=83
OTU537,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Fusicatenibacter; OTU537|NN=Fusicatenibacter_saccharivorans_AB698912|D=97
OTU1473,2,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1473|NN=Robinsoniella_peoriensis_AF445258|D=92.3
OTU1472,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU1472|NN=Robinsoniella_peoriensis_AF445258|D=91.2
OTU1471,0,0,0,0,1,0,0,0,0,0,Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; OTU1471|NN=Fusobacterium_varium_NR_113384.1|D=96.8
OTU1470,0,4,0,5,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1470|NN=Clostridium_clariflavum_NR_102987.1|D=80.6
OTU82,2,32,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU82|NN=Clostridium_lactatifermentans_AY033434|D=93.1
OTU81,7,0,0,0,1,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU81|NN=Clostridium_lactatifermentans_AY033434|D=90.2
OTU80,3,0,0,0,4,1,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU80|NN=Eubacterium_desmolans_EUBRRDO|D=94.1
OTU87,5,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU87|NN=Clostridium_lactatifermentans_AY033434|D=90.4
OTU85,0,0,0,1,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Blautia; OTU85|NN=Blautia[Ruminococcus]_massiliensis_JN657221.2|D=90.9
Bacteroides_cellulosilyticus_AB510698,34,93,396,8,10,7,5,746,99,148,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_cellulosilyticus
Enterococcus_casseliflavus_AJ420802,13,1,9,0,13,0,0,0,27,3,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_casseliflavus
OTU88,56,21,0,10,16,100,20,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU88|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=94.9
Coprococcus_comes_EF031542,4,1,0,1,15,12,7,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_comes
Enterococcus_avium_AY442814,223,5,1933,3,376,5,18,0,374,104,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_avium
Bacillus_senegalensis_AF519468,2,3,0,2,0,0,0,0,4,6,Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus_senegalensis
OTU328,0,1,0,4,5,0,25,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU328|NN=Eubacterium_ventriosum_EUBRRDAB|D=94.6
Eubacterium_rectale_AY804151,112,20,3,61,118,75,12,4,1,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_rectale
OTU104,2,0,0,0,0,3,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU104|NN=Oscillibacter_valericigenes_AB238598|D=96.1
OTU497,3,2,0,15,315,2,7,1,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU497|NN=Prevotella_copri_AB064923|D=94.1
OTU327,0,0,0,0,0,0,0,0,0,1,Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; unclassified; OTU327|NN=Oxalobacter_formigenes_OFU49754|D=94.4
OTU493,2,1,0,4,8,3,1,0,1,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU493|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4
OTU492,2,78,5368,0,0,0,3,0,35,48,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU492|NN=Gemmiger_formicilis_GU562446|D=91.7
OTU490,160,1,0,4,4,23,8,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU490|NN=Barnesiella_intestinihominis_AB370251|D=85.9
Clostridium_hylemonae_AB910737,15,196,0,13,160,9,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_hylemonae
Fusobacterium_naviforme_HQ223106,93,4,0,10,10,35,14,0,0,0,Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium_naviforme
Clostridium_innocuum_CLOIRGNA,3,717,0,0,0,0,0,0,4,28,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_innocuum
Coprococcus_eutactus_EF031543,3,0,1,0,2,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_eutactus
Anaerotruncus_colihominis_DQ002932,5,0,0,0,0,1,2,0,0,1,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; Anaerotruncus_colihominis
Clostridium_sartagoforme_KJ722513,0,2,0,2,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_sartagoforme
OTU79,0,0,0,1,0,2,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU79|NN=Alistipes_senegalensis_JF824804|D=81.7
Citrobacter_sedlakii_AF025364,0,0,6,0,0,0,0,4,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter; Citrobacter_sedlakii
Bacteroides_eggerthii_AB510700,104,586,1158,25,27,8,19,1,2486,4570,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_eggerthii
OTU1588,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU1588|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.2
OTU400,1,0,0,0,1,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU400|NN=Clostridium_sphenoides_X73449|D=93.2
OTU403,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Parvimonas; OTU403|NN=Parvimonas_micra_JN713239|D=97
Bifidobacterium_pseudolongum_D86194,84,2317,7,5226,311,742,14718,0,5616,115,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_pseudolongum
OTU1586,1,0,0,0,93,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU1586|NN=Anaerostipes_coli_JF412658.1|D=92.6
OTU407,0,21,0,0,2,65,19,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU407|NN=Soleaferrea_massiliensis_JX101688|D=87.4
OTU660,0,2,217,0,0,0,0,0,2,1,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU660|NN=Gemmiger_formicilis_GU562446|D=92.4
OTU148,2,1,0,1,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU148|NN=Ruminococcus_faecis_FJ611794.2|D=95.1
Clostridium_nexile_X73443,2,1,0,0,6,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; Tyzzerella_nexile
OTU924,1,0,0,0,0,0,0,0,1,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU924|NN=Barnesiella_intestinihominis_AB370251|D=85.8
OTU888,0,79,0,176,52,0,22,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU888|NN=Oscillibacter_valericigenes_AB238598|D=89.8
Clostridium_vincentii_X97432,0,30,0,1,0,0,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_vincentii
Streptococcus_gordonii_AF003931,56,0,0,4,5,6,1,0,36,14,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_gordonii
OTU667,7,0,0,0,0,2,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU667|NN=Intestinimonas_butyriciproducens_JX101685.1|D=89.1
Prevotella_veroralis_GQ131418,0,0,0,1,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_veroralis
Dorea_formicigenerans_EUBRRDP,92,1,0,44,45,72,3,1,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_formicigenerans
OTU887,0,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU887|NN=Oscillibacter_valericigenes_AB238598|D=90.1
Paenibacillus_rhizosphaerae_AY751754,0,0,0,1,0,0,0,0,1,0,Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; Paenibacillus_rhizosphaerae
OTU144,212,0,0,74,54,112,189,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU144|NN=Barnesiella_intestinihominis_AB370251|D=84.5
OTU882,0,0,0,8,17,20,2,0,0,0,Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU882|NN=Melainabacter_A1|D=94.7
OTU883,25,0,0,0,0,3,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU883|NN=Clostridium_lactatifermentans_AY033434|D=90.6
OTU1622,3,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1622|NN=Roseburia_intestinalis_AB661435|D=90.2
OTU1623,159,0,0,1,5,56,5,1,0,6,Bacteroidetes; Bacteroidia; Bacteroidales; [Paraprevotellaceae]; [Prevotella]; OTU1623|NN=Paraprevotella_clara_AB331896|D=87
OTU1620,2,0,0,2,1,4,7,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1620|NN=Christensenella_minuta_AB490809|D=83.8
OTU461,0,0,0,0,1,0,0,0,0,0,Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Diaphorobacter; OTU461|NN=Acidovorax_facilis_AF078765|D=95.3
OTU395,6,7,0,2,0,2,1,0,0,2,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU395|NN=Clostridium_bolteae_AJ508452|D=93.5
OTU1624,3,1,0,1,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1624|NN=Clostridium_sphenoides_X73449|D=97
OTU342,14,0,0,340,71,12,12,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU342|NN=Clostridium_clariflavum_NR_102987.1|D=77.3
Lactonifactor_longoviformis_NR_043551.1,0,1,0,1,5,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lactonifactor; Lactonifactor_longoviformis
Lactobacillus_fermentum_KF030779,0,0,0,0,1,0,1,0,0,2,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_fermentum
Desulfovibrio_desulfuricans_DVURRDA,11,1,0,0,0,51,0,0,1,0,Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; Desulfovibrio_desulfuricans
OTU1054,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1054|NN=Roseburia_faecis_AY804149|D=95.8
OTU1050,55,20,0,9,22,173,17,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU1050|NN=Clostridium_populeti_X71853|D=91.5
OTU1053,2,1,0,0,1,0,0,0,3,1,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1053|NN=Barnesiella_intestinihominis_AB370251|D=87.9
OTU1052,1,6,0,1,5,2,7,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1052|NN=Blautia_glucerasea_AB588023|D=91.9
OTU1195,1,0,0,14,5,0,0,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Collinsella; OTU1195|NN=Collinsella_tanakaei_AB490807|D=95.6
Prevotella_nigrescens_GU470890,0,1,0,0,0,0,0,0,1,1,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_nigrescens
Coprococcus_catus_AB361624,2,1,0,2,10,8,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_catus
OTU1192,4,0,0,0,0,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU1192|NN=Barnesiella_intestinihominis_AB370251|D=83.6
OTU1193,0,5,0,0,1,3,1,0,0,5,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1193|NN=Clostridium_symbiosum_CLORR16SAA|D=93.4
OTU714,0,0,0,0,1,0,0,2,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU714|NN=Olsenella_profusa_AF292374|D=92.2
Streptococcus_equi_EF405986,4,0,0,0,0,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_equi
OTU240,0,0,0,2,4,3,13,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU240|NN=Clostridium_methylpentosum_Y18181|D=89.4
OTU1294,7,1,0,2,3,0,5,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU1294|NN=Lactobacillus_gasseri_JQ805634|D=96.7
OTU711,0,0,0,0,0,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU711|NN=Clostridium_lactatifermentans_AY033434|D=90.9
OTU712,0,0,0,2,2,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU712|NN=Christensenella_minuta_AB490809|D=83.5
OTU245,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU245|NN=Clostridium_aldenense_DQ279736|D=94.6
OTU1356,2,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1356|NN=Roseburia_intestinalis_AB661435|D=93.2
OTU1357,1,0,0,0,1,4,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1357|NN=Roseburia_inulinivorans_AJ270474|D=93.9
OTU1354,0,0,0,3,4,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1354|NN=Papillibacter_cinnamivorans_AF167711|D=86.3
OTU718,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Erwinia; OTU718|NN=Cronobacter_sakazakii_AY803191|D=96.4
OTU1353,11,0,0,1,0,5,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1353|NN=Clostridium_citroniae_DQ279737|D=92.5
OTU1350,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU1350|NN=Blautia_glucerasea_AB588023|D=96.6
OTU1298,0,0,11,0,0,0,0,9,3,1,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU1298|NN=Escherichia_coli_AM157447|D=97
OTU563,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU563|NN=Anoxystipes_fissicatena_NR_104800.1|D=96.2
OTU780,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Erwinia; OTU780|NN=Cronobacter_sakazakii_AY803191|D=95.7
OTU1743,6,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1743|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.8
Arcobacter_cryaerophilus_AOBRRDA,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Arcobacter; Arcobacter_cryaerophilus
Klebsiella_pneumoniae_JN969315,0,0,1,0,0,0,0,4,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Klebsiella; Klebsiella_pneumoniae
Microbacterium_hydrocarbonoxydans_AJ698726,0,1,0,0,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Microbacteriaceae; Microbacterium; Microbacterium_hydrocarbonoxydans
OTU811,0,0,0,0,0,0,1,0,0,0,Spirochaetes; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema; OTU811|NN=Treponema_berlinense_NR_042797.1|D=88.8
OTU810,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU810|NN=Soleaferrea_massiliensis_JX101688|D=87.6
Butyricimonas_virosa_AB443949,1,1,0,0,0,0,0,0,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; Butyricimonas_virosa
OTU77,0,0,0,3,2,2,4,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; unclassified; unclassified; OTU77|NN=Bacteroides_nordii_EU887841|D=81.6
OTU75,4,0,0,1,3,1,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU75|NN=Prevotella_stercorea_AB244774|D=96.5
OTU651,0,3,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; OTU651|NN=Lactobacillus_rogosae_GU269544|D=95.3
OTU78,0,0,0,0,0,0,0,0,2,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; OTU78|NN=Faecalibacterium_prausnitzii_X85022|D=96.5
OTU818,1,0,0,0,1,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified; OTU818|NN=Stoquefichus_massiliensis_JX101690|D=91.9
OTU794,0,0,0,1,6,4,29,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU794|NN=Clostridium_clariflavum_NR_102987.1|D=85.8
Aggregatibacter_aphrophilus_EF605278,6,0,0,1,0,0,0,0,3,2,Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; Aggregatibacter_aphrophilus
OTU1655,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU1655|NN=Enterobacter_cancerogenus_JN644583|D=95.6
